start_date,end_date,duration_days,max_temp,avg_temp
2025-06-07,2025-06-09,3,40.7269682373611,40.476350590199615
2025-06-27,2025-07-01,5,42.54374859829372,41.657304633620775
2025-07-08,2025-07-14,7,46.19147996396561,43.54006376319472
2025-07-16,2025-07-18,3,42.39069256862002,41.17000164909182
2025-07-24,2025-07-26,3,42.51606075792867,41.36813760927189
2025-07-29,2025-07-31,3,43.343732031586995,42.53020465849986
2025-08-10,2025-08-16,7,44.727469402826586,42.43124153372337
2025-08-19,2025-08-22,4,42.082892272610614,41.15232243234411
